timestamp,session_id,symbol,side,quantity,price,pnl,holding_duration,emergency,Date,Close,High,Low,Open,Volume,SMA50,EMA20,ADX_14,RSI,ATR,ATR_Rolling_Mean,market_regime,position_value,size_deviation,is_loss,last_loss_time,post_loss_hours,trade_freq_7d,early_exit,revenge_score,emotional_score,emotional_state,gmm_cluster,hmm_state,anomaly_flag,cluster_name
2026-04-06 09:32:30,341d4e1a-7133-4182-a32a-11d9934759aa,STAR,SELL,1,977.75,6.5999755859375,30.0,0,2026-04-06,981.0499877929688,992.5,964.5,971.9500122070312,217388,876.7769982910156,919.1656868983906,27.436782939585104,72.18028624483655,33.96936017125005,31.268655923525905,trending_bullish,977.75,0.0,0,0,0.0,1.0,0,0.0,0.0,calm,2,2,0,balanced_tactical
2026-04-06 09:32:30,341d4e1a-7133-4182-a32a-11d9934759aa,STAR,SELL,12,977.75,79.19970703125,30.0,0,2026-04-06,981.0499877929688,992.5,964.5,971.9500122070312,217388,876.7769982910156,919.1656868983906,27.436782939585104,72.18028624483655,33.96936017125005,31.268655923525905,trending_bullish,11733.0,0.7071067811865475,0,0,0.0,2.0,0,0.17677669529663687,0.17677669529663687,calm,2,2,0,balanced_tactical
2026-04-06 09:32:30,341d4e1a-7133-4182-a32a-11d9934759aa,STAR,SELL,12,977.75,79.19970703125,30.0,0,2026-04-06,981.0499877929688,992.5,964.5,971.9500122070312,217388,876.7769982910156,919.1656868983906,27.436782939585104,72.18028624483655,33.96936017125005,31.268655923525905,trending_bullish,11733.0,0.5773502691896256,0,0,0.0,3.0,0,0.1443375672974064,0.1443375672974064,calm,2,2,0,balanced_tactical
2026-04-06 09:32:30,341d4e1a-7133-4182-a32a-11d9934759aa,STAR,SELL,2,977.75,13.199951171875,30.0,0,2026-04-06,981.0499877929688,992.5,964.5,971.9500122070312,217388,876.7769982910156,919.1656868983906,27.436782939585104,72.18028624483655,33.96936017125005,31.268655923525905,trending_bullish,1955.5,-0.7817760644189742,0,0,0.0,4.0,0,0.19544401610474355,0.19544401610474355,calm,2,2,0,balanced_tactical
2026-04-06 09:32:38,341d4e1a-7133-4182-a32a-11d9934759aa,SPAL,SELL,10,716.1,-10.500244140624773,30.0,0,2026-04-06,735.9500122070312,740.0,704.9500122070312,717.1500244140625,18190,703.737001953125,708.719214983458,9.60107744186655,57.32893096580506,31.174861496401654,33.44340325730333,normal,7161.0,0.08715898551184745,1,0,0.0,5.0,0,0.021789746377961862,0.021789746377961862,calm,2,2,0,balanced_tactical
2026-04-06 09:32:38,341d4e1a-7133-4182-a32a-11d9934759aa,SPAL,SELL,12,716.35,-9.600292968749727,30.0,0,2026-04-06,735.9500122070312,740.0,704.9500122070312,717.1500244140625,18190,703.737001953125,708.719214983458,9.60107744186655,57.32893096580506,31.174861496401654,33.44340325730333,normal,8596.2,0.3361500890147049,1,2026-04-06 09:32:38,0.0,6.0,0,0.5840375222536762,0.28403752225367623,calm,2,2,0,balanced_tactical
2026-04-06 09:32:38,341d4e1a-7133-4182-a32a-11d9934759aa,SPAL,SELL,5,716.05,-5.500122070312727,30.0,0,2026-04-06,735.9500122070312,740.0,704.9500122070312,717.1500244140625,18190,703.737001953125,708.719214983458,9.60107744186655,57.32893096580506,31.174861496401654,33.44340325730333,normal,3580.25,-0.6624711595575626,1,2026-04-06 09:32:38,0.0,7.0,0,0.6656177898893907,0.3656177898893907,anxious,2,2,0,balanced_tactical
2026-04-06 09:32:38,341d4e1a-7133-4182-a32a-11d9934759aa,SPAL,SELL,7,716.65,-3.500170898437659,30.0,0,2026-04-06,735.9500122070312,740.0,704.9500122070312,717.1500244140625,18190,703.737001953125,708.719214983458,9.60107744186655,57.32893096580506,31.174861496401654,33.44340325730333,normal,5016.55,-0.31895272735068886,1,2026-04-06 09:32:38,0.0,8.0,0,0.5797381818376722,0.27973818183767224,calm,2,2,0,balanced_tactical
2026-04-06 09:33:03,341d4e1a-7133-4182-a32a-11d9934759aa,FLAIR,SELL,18,291.55,-80.0999999999998,30.0,0,2026-04-06,297.1000061035156,298.0,290.29998779296875,291.5,27958,305.8465850830078,298.7142249845684,25.666782338491316,47.35211800659752,13.243075912250692,12.563397373345959,normal,5247.900000000001,-0.24917717699227318,1,2026-04-06 09:32:38,0.006944444444444444,9.0,0,0.5621496183221424,0.26223642387769797,calm,2,2,0,balanced_tactical
2026-04-06 09:33:03,341d4e1a-7133-4182-a32a-11d9934759aa,FLAIR,SELL,31,291.6,-136.3999999999993,30.0,0,2026-04-06,297.1000061035156,298.0,290.29998779296875,291.5,27958,305.8465850830078,298.7142249845684,25.666782338491316,47.35211800659752,13.243075912250692,12.563397373345959,normal,9039.6,0.6684532475663397,1,2026-04-06 09:33:03,0.0,10.0,0,0.667113311891585,0.3671133118915849,anxious,2,0,0,balanced_tactical
2026-04-06 09:33:03,341d4e1a-7133-4182-a32a-11d9934759aa,FLAIR,SELL,37,291.5,-166.5,30.0,0,2026-04-06,297.1000061035156,298.0,290.29998779296875,291.5,27958,305.8465850830078,298.7142249845684,25.666782338491316,47.35211800659752,13.243075912250692,12.563397373345959,normal,10785.5,1.018099053199246,1,2026-04-06 09:33:03,0.0,11.0,0,0.7545247632998116,0.4545247632998115,anxious,2,0,0,balanced_tactical
2026-04-09 10:42:57,341d4e1a-7133-4182-a32a-11d9934759aa,BANSWRAS,SELL,15,109.01,69.74999084472664,30.0,0,2026-04-09,106.51000213623047,110.38999938964844,106.19999694824219,108.01000213623047,13827,110.6384001159668,106.74694618924691,22.635656015518606,48.542453286704855,5.821682366289776,5.627923982688985,normal,1635.15,-1.220704398942921,0,2026-04-06 09:33:03,73.165,12.0,0,0.30517609973573023,0.30517609973573023,calm,0,2,0,balanced_tactical
2026-04-09 10:42:57,341d4e1a-7133-4182-a32a-11d9934759aa,BANSWRAS,SELL,11,109.0,51.03999328613281,30.0,0,2026-04-09,106.51000213623047,110.38999938964844,106.19999694824219,108.01000213623047,13827,110.6384001159668,106.74694618924691,22.635656015518606,48.542453286704855,5.821682366289776,5.627923982688985,normal,1199.0,-1.1974586271309045,0,2026-04-06 09:33:03,73.165,13.0,0,0.2993646567827261,0.2993646567827261,calm,0,2,0,balanced_tactical
2026-04-09 10:42:57,341d4e1a-7133-4182-a32a-11d9934759aa,BANSWRAS,SELL,13,109.01,60.449992065429754,30.0,0,2026-04-09,106.51000213623047,110.38999938964844,106.19999694824219,108.01000213623047,13827,110.6384001159668,106.74694618924691,22.635656015518606,48.542453286704855,5.821682366289776,5.627923982688985,normal,1417.13,-1.0532831165587122,0,2026-04-06 09:33:03,73.165,14.0,0,0.26332077913967805,0.26332077913967805,calm,0,2,0,balanced_tactical
2026-04-09 10:42:57,341d4e1a-7133-4182-a32a-11d9934759aa,BANSWRAS,SELL,15,109.01,69.74999084472664,30.0,0,2026-04-09,106.51000213623047,110.38999938964844,106.19999694824219,108.01000213623047,13827,110.6384001159668,106.74694618924691,22.635656015518606,48.542453286704855,5.821682366289776,5.627923982688985,normal,1635.15,-0.9354872713085117,0,2026-04-06 09:33:03,73.165,15.0,0,0.23387181782712793,0.2338718178271279,calm,0,2,0,balanced_tactical
2026-04-09 10:42:57,341d4e1a-7133-4182-a32a-11d9934759aa,BANSWRAS,SELL,15,109.01,69.74999084472664,30.0,0,2026-04-09,106.51000213623047,110.38999938964844,106.19999694824219,108.01000213623047,13827,110.6384001159668,106.74694618924691,22.635656015518606,48.542453286704855,5.821682366289776,5.627923982688985,normal,1635.15,-0.8823161605665001,0,2026-04-06 09:33:03,73.165,16.0,0,0.22057904014162502,0.22057904014162505,calm,0,2,0,balanced_tactical
2026-04-09 10:42:57,341d4e1a-7133-4182-a32a-11d9934759aa,BANSWRAS,SELL,15,109.01,69.74999084472664,30.0,0,2026-04-09,106.51000213623047,110.38999938964844,106.19999694824219,108.01000213623047,13827,110.6384001159668,106.74694618924691,22.635656015518606,48.542453286704855,5.821682366289776,5.627923982688985,normal,1635.15,-0.837440212055492,0,2026-04-06 09:33:03,73.165,17.0,0,0.209360053013873,0.209360053013873,calm,0,2,0,balanced_tactical
